Video ID,Title,SOALAS Count,LAS Count,Applewood Count
O4ho8IOpmas,Mango Habanero Pork Belly Twists,0,0,0
3eGqirz2P7Y,Best “juicy” comment wins...,0,0,0
0_SdRI7NdMw,Homemade Wagyu A5,0,0,0
5HYPRF8ZPqQ,Cooking a Prime Rib in 10lb of MSG,1,1,1
T33JUBAig3c,NYE King Crab Round 2,0,0,0
n_-5Tob_EJQ,24k Gold Dry Aged Ribeye,0,0,0
Wg3-dP4UGcE,My Brothers Industrial Bakery,0,0,0
IwCzubRup54,Chili Crisp Injected & Dry Aged Ribeye,0,1,0
ExQrrKffaK8,Deep Fried Prime Rib,1,1,1
Jg5yjQrY-t8,Not Your Average Chicken Bacon Ranch,0,0,0
Cq-qGAcChRM,Steak & Happy Potatoes,0,0,0
pYwoOxWndls,Car Cooking: Wagyu A5 Big Mac @itsQCP,0,0,0
PgW60Xw7f60,The Perfect Prime Rib,0,1,0
cC2d8zjCZPA,The Pizzaball Sub,0,0,0
GvWa-N_IWIE,I accidentally made pink short ribs…,1,1,1
JX0_STmuigQ,I Marinated Short Ribs for 10 Days...,0,0,0
8eCovKu12h4,What I ate in China,0,0,0
MchzmS7qu7A,Wagyu A5 Steak Accordion,0,0,0
xNMTeHu8R8w,Deep Fried Turkey,0,0,0
jpqMxSKk1BQ,How to Smoke Meat INDOORS,0,0,0
0owVfqYgaJg,Beef vs Tofu,0,0,0
z9hiA5fhCOU,The worst cooking appliance of all time...,0,0,0
GWDUG2UnSjw,A Plate of Bacon (literally),0,0,0
v5SdCKWQM3I,Cooking Brisket in 10lbs of Salt,0,1,0
FoEfFtdwEgc,The Cheapest Wagyu A5 I Could Find...,0,0,0
_LmRrKu401s,Filet mignon... like a brisket?,0,0,0
Twk0OmkN2gE,A peace offering...,0,0,0
X3ZfD7W1-cw,Is it Flatbread or Pizza?,0,0,0
KRspJcpai-Y,When an old man gives you a chicken...,0,0,0
W9rsY4QG2NY,Don't Make Promises You Can't Keep...,0,0,0
avhcZ6Iuv2w,Wagyu Tallow Dry Aged Lamb Shoulder,1,1,1
6ynfeCAzr0U,Garlic Confit Cowboy Butter,0,0,1
fztZ-oIXQMk,Chicharron Charcuterie Board,1,1,1
wLyQXLeXdc8,McDonald’s Beef Jerky,0,0,0
WkMPySeHKGY,Rib Cap Wellington… Gordon’s not going to be happy,0,0,0
YYfB_R2TjLI,The World's Most Expensive Beef Jerky,0,0,0
bf-Nksvtiww,She Wanted Raw Lobster...,0,0,0
KujgczNVy_Q,Dry Aged Fish Catch & Cook,0,0,0
tIkCThaR4fc,Seafood Feast on a Malaysian Fish Farm,0,0,0
mDw6gUIdOQs,I Cooked a Wagyu Picanha Like a Brisket,1,1,1
s_CMAhCEc5g,Candied Bacon Salmon Board,1,1,1
pu9hyOkfV5c,Grow a Weenie,0,0,0
BtkpYb__JG4,Picanha Chip,0,0,0
0kGtpQpRPRU,Worlds Biggest Rack of Ribs,1,1,1
IiChHK-mzeo,Can I move to FL before my meat defrosts?,0,0,0
f4k7ZB64YH8,I Turned Salmon into Cotton Candy,0,0,0
hl4hDyMBVvA,Dry Aged Buffalo Chicken,0,0,0
i2xKkIQ8eNU,"Best ""it's raw"" comment wins",0,0,0
jsrkJNd7bno,How Chicken Jerky is Made,0,0,0
E9kgHa6wh-k,Lobster Cheese Dog,0,0,0
weO4irlRYuw,Chili Crisp Dry Aged Duck,0,0,1
yYLLFEvvaH4,Forbidden Dorito Pt 2,0,0,0
Hb63L9YPyZg,Steak School: Picanha,0,0,0
JqNNYKSEVeE,Fresh vs Dry Aged Duck,1,1,1
uLhAzMppX5A,Chicharron Crunch Wrap,0,0,0
swTdBdJC1L4,My Biggest Regret,0,0,0
GnjVV-Dl-LI,I Turned Pork Into Cotton Candy,0,0,0
3mppFmB_HSA,"1,000 Pounds of Bacon Jerky",0,0,0
aP_7yKOk6Ok,A Very Average Steak (Sierra Steak School),0,0,0
tX0ZMeEkXGg,My Professional Fishing Career,0,0,0
8g6-d57Y7xE,I Cooked a Furry Steak,0,0,0
IvaUCK4IxAE,"$10,000 Dry Aged Tuna",0,0,0
s486nYbO80Y,The Steak Review: Joshua Weissman’s Steak House,0,0,0
NP0kQndK4Fw,Wagyu A5 Spam,0,0,0
Ij-scaFkBrI,The Budget Friendly Tomahawk,0,0,0
AwgwwNQpvuw,The Half Cow Beef-Chetta,1,1,1
haIUqAmKqzo,Can You Guess This Cut?,0,0,0
rlRPQqKyICY,The Best BBQ in KC is From Texas,0,0,1
CkqxjtEyK7I,I Feel Like a Traitor,0,0,0
UMUL5zvfpuw,“I Can’t Believe It’s Not a Ribeye” (Steak School),0,0,0
ZeDEaNJzAl8,How Kansas City Thai BBQ is Made,0,0,0
czQhfN6PEcY,The Craziest Meat Feast of My Life,0,1,0
i-xJWp2cfww,The Filet Mignapple,0,0,0
iaH_z2raAPY,The Pineapple Mignon,0,0,0
5vOGbM3cBJw,My Third Favorite Steak (Steak School),0,0,0
FZLNlhOgp6U,I Soaked a Ribeye in Coffee for 24hrs Then Dry Aged It,0,0,0
4nmr6geoGHI,Wasabi Crusted Toro Taco @valentinetb1,0,0,0
v1Yv8fS78bc,Cooking a Brisket Like a Steak,0,0,0
XA1auynQxQI,I Cooked Salmon on a Deserted Island,0,0,0
n3ixz8Fgw1c,How Alaskan Salmon Gets on Your Plate,0,0,0
QHlN4nte57Q,First Class Airplane Food Review: Worth It?,0,0,0
_K263qh9vyg,"$1 vs $1,000 Wine Taste Test",0,0,0
35hGDDyKiu0,"I Covered Briskets in Relish, Ketchup, Mayo and Mustard",1,1,1
1cPXvVxxckc,Worlds Hottest Dry Age (9 Million Scoville),0,0,0
_Jev7bXNjyc,Brisket vs Tofu,0,0,0
HTpzWqMD45o,I Soaked a Ribeye in Whiskey for 24hrs Then Dry Aged It,0,0,0
8hHkdPDALiU,The Rarest Steak I’ve Ever Cooked,0,0,0
oB8clo4UMEs,I Ate a Freezer Burned Steak,0,0,0
4e7LQOgLSCo,We Out-Pizza’d the Hut @ryancantcook,0,0,0
vv48rmFo3lQ,She Didn't Let Me Eat the Filet-O-Fish...,0,0,0
zqMMm47977g,Dry Aging Turned This Steak Grey...,0,0,0
GAMY4Hp6s2A,"Best ""it's raw"" comment wins pt. 4",0,0,0
H84MZlCK9TE,Best Lamb I Ever Had,0,1,1
LcNNEZ9i-QA,$300 New Years King Crab,0,0,0
N0UVzw1W_Mw,Brisket Stuffed Prime Rib,1,1,1
lzapLX2bH3o,Scallop Pasta ft. @itsQCP,0,0,0
0zlG1Knt6ZA,Steak Battles: Max vs Peter Luger,0,0,0
ZYjGfbTH4N0,The Steak Review: Peter Luger Steak House,0,0,0
nhmAAy0HYpA,Dry Aged vs Dry Brined vs Wet Brined PULLED PORK,0,0,1
scv7vniJ0wg,Dry Aged Pulled Pork,1,1,1
i3h3uNbgBhE,Dry Aged BRISKET Bacon BLT,1,1,1
RwTq-5tIcl0,How to Trim a Dry Aged Brisket,0,0,0
r6cv2JCiLnw,The Perfect Prime Rib,0,0,0
b5RmtXKODPo,Brisket Bread (made with ChefsTemp),1,1,1
yrFDWPJF4bs,I Soaked a Ribeye in Wine for 24hrs Then Dry Aged It,0,0,0
ZLopuHdqjBc,The Worlds Most Underrated Steak,0,0,0
cDseYSjGYIc,15 Day Marinated Brisket,0,0,0
zvktSuKszqk,Short Rib Challah Bao,0,0,0
z5GPq_pkbR0,Elk Loin Cooked Inside of Salt,0,0,0
SplCbOj2aTI,What it was like celebrating holidays in China,0,0,0
aSVEV2EmHG8,“The cutest thing you ever made” - My sister,0,0,0
SYyIbvTD2e8,The Perfect Thanksgiving Turkey,0,0,0
OoTiTqf7eZc,Not Your Average Turkey… (Peking Turkey),0,0,0
-RG6rob2cNQ,How to carve a Turkey 🦃,0,0,0
xCbATMWcb1g,Cooking a FROZEN Steak,0,0,0
cNJteplOcNI,Wagyu Tallow Dry Aged Prime Rib,1,1,1
a4V3I_3JXac,The Ultimate Surf & Turf,0,0,0
GGQUOD7K5nU,Dry Aged Roast Beef Sandwich Ft. @NickDiGiovanni,0,0,0
JZUKssceS00,APPLEWOOD Liquid Smoke + Coffee Dry Age Pt.3,0,0,1
BDwni0c9zN4,Powdered Smoke Dry Age Pt. 2,0,0,0
eHEd5XBr8wA,Cold Smoked THEN Dry Aged Ribeye Pt. 1,0,1,1
AszOPmzcTmQ,Cooking Steak with a Chef in Alaska,0,0,0
skL0m25Nj6Y,Dry Aged Alligator (Nashville Hot Gator Sandwich),0,0,0
7X3qCbSQhnY,I made my cats favorite food,0,0,0
3zypsd9C2sE,The Ultimate Triple Decker Burger,0,1,0
fwEV4l_gUQE,Smoked Bourbon Marinated Brisket,1,1,1
CKZN1IfYvC4,Wagyu Short Rib Hot Pocket,1,1,1
PYm4q_L4bII,What I Used to Eat at Sleep Away Camp…,0,0,0
Eu_OoXXhLVs,Duck Balls…,0,0,0
MQgoIhyc1Jo,The Brisket Baby,0,0,0
vwnMpfPNyes,I Made Salmon Dumplings in Alaska,0,0,0
mqvSULs1a8Q,Smoked Beef Heart,0,0,0
cMf3YuR3JUE,The hardest job I ever had…,0,0,0
8W8Au81_gTs,Best “it’s raw” comment wins…,0,0,0
Oz6tS6TLs1o,Gochujang Sesame Dry Age,0,0,0
OBhEz6QjmoU,What I Ate in Alaska… but it keeps getting weirder,0,0,0
uo1E2vFhAO0,Pulled Pork Ice Cream,0,0,0
EPudgBJ8uy4,“Meat” Balls (Rocky Mountain Oysters),0,0,0
SU8rvi4AzKM,Turned 30 so Made Beef Cheeks,0,0,0
NPfS-7ma2gY,Beef Tongue Tacos,1,1,1
LHYPFaQzttw,I Ate a Whole Pig (Bachelor Party Pig Pt. 3),0,0,0
io5F83eFTkM,I Bought a Pig (Bachelor Party Pig Pt. 1),0,0,0
qW8EYGkZLvc,The Steak Biggie Mac @albert_cancook,0,0,0
KKkF70aah3s,Spicy King Crab Pasta @itsQCP,0,0,0
dFh9heGhH_I,Wagyu Tallow Injected Beef Cheeks,1,1,1
wKbPJxkiq3c,Pulled Pork Cooked in Clay,0,0,1
HvM5uz3s0BI,Grilled Branzino with Salmon Egg Beurre Blanc @hwoo.lee,0,0,0
afKfHQ8TdtI,Chicken Cooked in Clay (Beggar’s Chicken),0,0,0
J7MWMKAHTZQ,Chicken 🥪 with the sandwich king himself @owen.han,0,0,0
Z7kYMjQbCKg,Octopus,1,1,1
OHqc1Lp8lFU,Mahi Mahi Tacos,0,0,0
12DbLCBVIWw,Car Cooking: Max vs Buffalo Wild Wings,1,1,1
gOlBrPXrFxA,Deconstructed Smoked Chicken,1,1,1
41HFHXmc8Ww,Lamb Brisket vs. Wagyu Brisket @GugaFoods,1,1,1
vJUiXU4xLeQ,The Frankenstein Roast,1,1,1
lkB_4ZPLPl8,The steak accordion (I did something bad),0,0,1
dNbNPmxVuWQ,3 Chicken Wing Mistakes to Stop Making (#3 is game changer),0,0,0
pojfDzs5nU4,I suck at making spring rolls @LisaNguyen,0,0,0
ArpkopAmU9M,Seasoning a steak with the crust of another steak,0,0,0
Q41FRd8mREk,Rare Japanese Knives (Korin Knife Shop),0,0,0
gFfU1RDESmM,I tasted the dry aged impossible meat…,0,0,0
swNm2DvC5uE,Jumbo Chili Cheese Dog,0,0,0
PJnb5spG7lU,Simple Crispy Pork Belly,0,0,0
H5RMhDvE7Yk,Wagyu A5 Beef Tartare Burger,0,0,0
Yv2ohC5f5mg,Dry Aged Salmon,0,0,0
pyRZyE_yAPo,My Favorite Instant Ramen Recipe pt. 14,0,0,0
xJIPlqTvUSk,I think Gordon hates me,0,0,0
CJU6XUBr4gY,Black Garlic Dry Aged Ribeye,0,0,0
p812v2g5tvA,Popcorn Pork,0,0,0
zPjZnPJ2K-o,4 Butter Basting Mistakes to Stop Making,0,0,0
R2Fi2I6RSgk,Dry Aged Impossible (Vegan) Meat,0,0,0
YYFlLferi5o,Ghost Pepper Lamb Chops at Michelin Star Restaurant,0,0,0
TAp87nKCX_E,Wagyu A5 Filet Mignon Tartare,0,0,0
9ZUDUG3Im_U,150 Day Dry Aged Spam,0,0,0
dW9w97Afcws,Maple Habanero Pork Twists,0,0,0
DMChBhNr08g,The Holy Grail of Beef,1,1,1
2FWrcTLYegM,Whole Cod Fish and Chips 🐟,0,0,0
5TrcrM_ooiw,Tajin Tequila Dry Age,0,0,0
ianyoKUMwK4,A spicy steak on top of Google ft. @LisaNguyen,0,0,0
77KIbqv2eEM,Deconstructed Prime Rib,0,0,0
g-hPtKGb8yo,A hen in her nest 🐓,0,0,0
Ahx2YptGw3I,Pork Brisket vs Bison Brisket ft. @GugaFoods,0,0,0
YQ15ugO3eI8,Pork Chips and Salsa,0,0,0
PqU8NtHBgCk,Steak Pizza ft. @GugaFoods,1,1,1
GXpioNviYl4,Everything I ate on a luxury cruise,0,0,0
EleODaehtgo,The Steak Monster 😈,0,0,0
jPAR4KAajVY,Pick Juice Brined Steak,0,0,0
bHgUL_W62sE,Pork Skin Chip,1,1,1
JJeznbuGEAI,The Steak Review: IHOP,0,0,0
bFRKVoR_Bsg,Dry Aged Bologna,0,0,0
6PDJXdjnWM4,My mom forced me to play the violin,0,0,0
yvy2a3gmNYs,Pork Belly Accordion,0,0,0
rzkrJ7T-HSA,The Steak Review: Cracker Barrel,0,0,0
GZx2n_sOGj8,Should steaks be left at room temp before cooking?,0,0,0
5aAdnro2mx8,Do 15lb lobsters taste bad? ft. @NickDiGiovanni,0,0,0
1LcH86evTyI,How to grill a porterhouse,0,0,0
dU_dDHh_LMY,The doctor said I need to eat more fish…,0,0,0
MY9l1G6aT_I,The time I got stood up on a date 💔,0,0,0
6iPbI3HAUEo,A Big Brisket Sandwich,0,0,0
0y2ntUU5n04,Car Cooking: Red Lobster @NickDiGiovanni,0,0,0
WEfbBm7qTUE,The sandwich from my nightmares,0,0,0
NqHZXM3RB9Q,The day I fell in love,0,0,0
gAEAVA9Ippg,Steak Battles: Max vs Ken’s (cops called👮‍♂️),0,0,0
Ms7gIC6i_sA,Duck Fat Chip 🦆,1,1,1
czKXBBUezps,The Ultimate Smash Burger,1,1,1
k-kEgO4WkeE,Pork Belly Bread 🐷,1,1,1
gPGAIx2wC40,28 Day Salt Dry Age 🧂,0,0,0
MshH6ajPKP4,Butter Injected Lobster 🦞,0,0,0
YB3hofmgZLo,Homemade McFish,0,0,0
WpGrl1-GZMA,Chicken and Waffles x TikTok Cake #shorts,0,0,0
JUFf5yrZDbA,How did I make money living in China? Ft. Every TikTok creator seasoning #shorts,0,0,0
rGoZfebxjVI,Tofu Ribs (for all my loyal vegan followers) #shorts,0,0,0
R6T3D6gu1GI,Has social media made me hate cooking? #shorts,0,0,0
bMC13z2GCqc,Best “it’s raw” comment wins (pt 2) #shorts,0,0,0
5GaIEvusqbU,Steak Ice Cream #shorts,0,0,0
gAj7I7nt_XA,Prime Rib Reuben #shorts,0,0,0
Hkg2e_9PjMI,What happens if you don’t rest your roast? #shorts,0,0,0
l9Yo0I3GSJ4,How to Prep & French a Prime Rib #shorts,0,0,0
ESBJgrUdykY,Holiday Prime Rib (Thicc crust) #shorts,0,0,0
5XC6GjfM7Os,I (kinda) got kicked out of Wendy’s parking lot #shorts,0,0,1
3_OArk8bZNU,CAR COOKING: Sleepover at Wendy's (Max vs Baconator) #shorts,1,1,1
F75zF9pjVUM,Dry Aged Striped Bass #shorts,0,0,0
fWH79nI3DFU,Car Cooking x Does it Deep Fry: McRib #shorts,0,0,0
kU_W_YIsFL4,The Tomahawk King (well done & rare) #shorts,0,0,0
lZI4IT2EbIc,The Old Fashioned: Orange & Whisky Dry Age #shorts,0,0,0
AJ3Py2n_cUY,The Ultimate Seafood Tower #shorts,1,1,1
DWgJ57LV4RE,Does it Deep Fry: Whole Duck #shorts,0,0,0
y3I17q1I0UQ,Pulled Pork Cinnamon Rolls #shorts,0,0,1
blDev_gChA4,$1 vs $100 bite - what does an 8 yr old like more? #shorts,0,0,1
-2exRhKYqRk,Green Dry Aged Turkey #shorts,0,0,0
iuhIgUfRz0Y,Surf & Turf Sandwich #shorts,0,0,0
LJaj3E29N_4,The right way to carve a Turkey #shorts,0,0,0
KzWS_w6An1U,🍆 Wellington #shorts,0,0,0
WUGzlHBvm-E,Tomato Wellington 🍅 #shorts,0,0,0
koNFDjyt6zw,The Perfect Thanksgiving Turkey #shorts,0,0,0
i-15DZuO3u0,100 Day Dry Age Wagyu Beef Shank #shorts,0,0,0
53gyRm319-c,The Turkey Wellington #shorts,0,0,0
5KLhlKMPKss,"Dry Aged Tuna Sushi ($4,000!!) #shorts",0,0,0
qc1aPTPIgvA,Bacon Wrapped Tomahawk #shorts,0,0,0
18lSwA77zcs,Sour patch kids dry age experiment (don't try this at home) #shorts,0,0,0
sZKQVbWVNYI,Eating Duck with Mark Zuckerberg #shorts,0,0,0
Mh_IOsM88Ik,The Ostrich Egg Exploded Before I Could Slice It 🥲 #shorts,0,0,0
fGEDb2lUWI4,Should you really cut steaks AGAINST the grain? (Real fire pit) #shorts,0,0,0
SfkoDFjAZ8g,How I almost burned down my house #shorts,0,0,0
WXKp_11ehbQ,Pumpkin Spice Dry Aged Ribeye #shorts,0,0,0
BjHLQzkMJtw,Does it Deep Fry: Ice #shorts,0,0,0
Cun-ny0N4dw,How I almost died buying my first smoker #shorts,0,0,0
9cBVeyhW_SE,I dropped this steak in real dirt #shorts,0,0,0
jrqt8aIvKDo,Steak School: New York Strip (Strip Steak) #shorts,0,0,0
sNsfvfEi27Y,Chocolate & Coffee Dry Aged Ribeye #shorts,0,0,0
keAOhf4FFkQ,6 Steak Temps (Ketchup - Vampire) #shorts,0,1,0
Hywmhl2eQlQ,Does it Deep Fry: Pork Belly #shorts,0,0,0
6KrsRM5d_0s,The Steak Review: Longhorn #shorts,0,0,0
0AQ_eSNlH78,Turned 29 so cooked 🥩 #shorts,0,0,0
MDJjWi0Wzh8,Steak Battles: Max vs Longhorn Steakhouse #shorts,0,0,0
DvawYzNvGbk,Steak of the Sea #shorts,0,0,0
MRWYEzIF3wM,Spicy Toro Crispy Rice #shorts,0,0,0
H4lekFAtUZM,Grilled Lobster Roll x Truffle Fries #shorts,0,0,0
gEQeKJsAFSk,Team Medium Rare or Well Done? #shorts,0,0,0
hSg7OFHr1zo,Did I overreact eating the eyeball? #shorts,0,0,0
_ndG_gpa3so,Pizza Wings #shorts,0,0,0
0Bngto6HLh0,Beefsteak 🍅 #shorts,0,0,0
9FpA4sHH-BA,The best way to cook a tomato #shorts,0,0,0
fnXL_svhMoQ,Lamb & Peaches for Snoop Dogg #shorts,0,0,0
UKKxynoBO_w,Steak Battles: Max vs. Texas Roadhouse #shorts,0,0,0
sigPLhr_zFk,Dry Aged Wagyu Burger #shorts,0,0,0
bv_mX6fbb38,Steak & Oysters #shorts,0,0,0
KsQeQ1nJOP4,Next Level Rib Corndogs #shorts,0,1,1
EbxQnE0d5Lc,Best “it’s raw” comment wins #shorts,0,0,0
A3Tqm5k1IA4,Teriyaki WAGYU Burnt Ends #shorts,0,0,0
kUXXjApmS-E,Butter Basted Steak Tutorial #shorts,0,0,0
xPl9Qf7UGWM,Vegan sister makes tuna #shorts,0,0,0
PWrP6XwudJM,Watermelon tuna #shorts,0,0,0
JU7q3vcEeM0,something's fishy #shorts,0,0,0
4UwJhzIKbLw,Filet & Caprese #shorts,0,0,0
VtPsXzlzVNM,Black Truffle & Cognac Wagyu Ribeye #shorts,0,0,0
zQyaFzqnoJQ,Beef Bacon Steak #shorts,0,0,0
rBQFGw8li4c,How to make smoked watermelon taste good #shorts,0,0,0
bG98sWNFymA,Never wrap with tinfoil... #shorts,0,0,0
-Qp7n1It40c,Most Expensive Beef Jerky? #shorts,0,0,0
biZupXfvcYM,Prime Rib: Beef Bacon X Blue Cheese #shorts,1,1,1
l07-1bHwBp4,Beef Bacon Burnt Ends #shorts,0,1,1
YDTANv-7k7g,60 Day Dry Aged Picanha (Covered in frosting?) #shorts,0,0,0
K-jGQmngQEQ,Black Truffle Dry Brined Wagyu #shorts,0,0,0
bwaM4sQS1Ek,Trimming a Dry Aged Brisket #shorts,0,0,0
rrhB85u122o,The Steak Review: The Outback #shorts,0,0,0
IGwWbYE9cFs,Forbidden Dorito #shorts,0,0,0
W-x_iacztuQ,4th of July STEAK CAKE (& firework show) #shorts,0,1,1
XDL4e4969G8,Steak Battles: Max vs. The Outback #shorts,0,0,0
R86b_OuBXDk,Onion Volcano #shorts,0,0,0
6bCZhAKORW8,Chili Garlic Butter Oysters #shorts,0,0,0
8x5fkS2xECU,Dry Aged Sea Bass Sashimi #shorts,0,0,0
UUOuTXn2REI,Bulgogi Beef Fried Rice #shorts,0,0,0
XqQ6mqKajj0,Catch & Cook: Black Sea Bass CEVICHE #shorts,0,0,0
np_6Bt59Y80,Watermelon & Mustard: SHOCKING Results #shorts,0,0,0
3imf3xPNh4g,Car Cooking: Wagyu A5 at Taco Bell #shorts,0,0,0
ibF94yHR2Ug,TikTok said my meat looked dry #shorts,0,0,0
